t,i,S,Y,P,U,A,D,O,X0,X1
0,84,1,0,0,0,1,,,3.054870974513249,2.845298807052505
0,85,0,0,0,0,1,,,-4.431193802084696,-2.6922196429825154
0,86,1,0,0,0,1,,,-0.5511875688304357,4.211861073993381
0,87,0,1,0,0,1,,,-0.937009563230502,-2.7239958306723415
0,88,0,0,0,0,1,,,-3.4735789838746767,3.3060694241928017
0,89,1,1,0,0,1,,,0.8497720133923863,-0.4737909385909522
0,90,1,1,0,0,1,,,3.190656825986522,-4.124518561227207
0,91,0,0,0,0,1,,,0.877832244828697,-1.6996572903000062
0,92,0,0,0,0,1,,,-3.2928381144183936,-1.3379939095579503
0,93,0,1,0,0,1,,,0.9349411894617567,-2.068434156771095
0,94,0,0,0,0,1,,,-2.4091389644342915,0.15577291360828083
0,95,1,0,0,0,1,,,4.542034374146944,-1.460220611040807
0,96,1,0,0,0,1,,,1.331133446357199,7.435992712225903
0,97,0,0,0,0,1,,,-1.9137272714317985,-0.44156152335691146
0,98,0,0,0,0,1,,,-1.1608353976109727,-2.216123963456458
0,99,1,1,0,0,1,,,4.303928350705307,3.4397986346132217
0,100,1,1,0,0,1,,,1.8793595107530094,-0.4557050011516579
0,101,0,0,0,0,1,,,-1.471236977849509,-2.1477305304081207
0,102,0,0,0,0,1,,,-6.691933328469663,-1.7182462901038456
0,103,0,0,0,0,1,,,-2.384610801688541,-1.4697716031644048
0,104,0,0,0,0,1,,,-0.6405059568335485,-2.517126788270842
0,105,1,0,0,0,1,,,-2.1576835747953735,0.21479998315431148
0,106,0,0,0,0,1,,,-3.225480482191299,-1.5839325101701796
0,107,0,0,0,0,1,,,-5.3671040090113,-0.4285521261355363
0,108,0,0,0,0,1,,,1.0271260162777063,0.6286785740106482
0,109,1,0,0,0,1,,,-3.67623931273676,-2.035582856813889
0,110,1,0,0,0,1,,,0.7167698501114317,3.1835438494192814
0,111,0,1,0,0,1,,,5.363392537188098,-0.7771981212082719
0,112,1,1,0,0,1,,,3.7003842451285185,-0.07388711715086727
0,113,0,0,0,0,1,,,1.6519165128473423,0.5449273981609899
0,114,0,0,0,0,1,,,-3.7839451841945735,-1.6627718610934155
0,115,0,0,0,0,1,,,-5.350722886033258,-3.900387294387065
0,116,1,1,0,0,1,,,6.331003195866557,3.9952195247630273
0,117,1,0,0,0,1,,,2.1213148843446157,-1.01182100372331
0,118,1,0,0,0,1,,,-0.14280659384681682,2.041657811980067
0,119,0,0,0,0,1,,,0.06231666713805861,-5.813356988519173
0,120,1,1,0,0,1,,,0.606230022106717,1.1743212603981943
0,121,1,1,0,0,1,,,5.79574854180915,-0.24388680861238
0,122,1,0,0,0,1,,,-2.8596917290084836,1.1669306600901406
0,123,0,1,0,0,1,,,1.4564632856927764,-0.7116645836347146
0,124,0,0,0,0,1,,,2.534441560520597,-1.9252622998392352
0,125,1,1,0,0,1,,,2.954343317367511,-0.1577009396886182
0,126,0,0,0,0,1,,,-2.7213301826648664,-5.172622390157039
0,127,0,0,0,0,1,,,-2.2291025440435046,-0.3584072827417992
0,128,1,0,0,0,1,,,1.3403655733729118,0.11682349017570837
0,129,0,1,0,0,1,,,-0.5396349039546173,-2.6158866107742984
0,130,0,0,0,0,1,,,0.8662498573641448,2.4169697276943154
0,131,0,0,0,0,1,,,-4.357564889951901,-3.6976736381272772
0,132,0,0,0,0,1,,,-2.9995452037546677,-4.709686935259616
0,133,0,1,0,0,1,,,2.004359140052477,2.3203465963134997
0,134,0,1,0,0,1,,,-5.6830081793654115,-2.8758441809929325
0,135,1,0,0,0,1,,,5.35774605123022,7.941700505309404
0,136,0,1,0,0,1,,,-0.46245081076024497,-4.635282238946454
0,137,1,0,0,0,1,,,0.22999338702631356,-1.437694916051846
0,138,1,1,0,0,1,,,2.3068162990273096,-0.3055707032339523
0,139,1,1,0,0,1,,,5.480248043053402,4.846653398708713
0,140,1,0,0,0,1,,,2.4093704925342885,0.7441953958888115
0,141,1,0,0,0,1,,,-1.087173564417684,2.689358910299417
0,142,0,1,0,0,1,,,-0.9496878684745425,-3.0762392225181356
0,143,1,1,0,0,1,,,3.424048429940518,4.732735353484017
0,144,0,0,0,0,1,,,-3.717688865413863,1.646859534811934
0,145,1,0,0,0,1,,,6.366271164300173,0.2895365043080751
0,146,1,0,0,0,1,,,5.3402870930778175,3.7900557937383708
0,147,0,0,0,0,1,,,-6.467636862982846,-1.8321831293656845
0,148,0,0,0,0,1,,,0.49616173226880456,-4.520799342658334
0,149,1,0,0,0,1,,,2.8669058125331683,1.103140702260852
0,150,0,1,0,0,1,,,4.355446647904981,4.039435827337789
0,151,1,0,0,0,1,,,1.6856553184372445,2.3303105671836737
0,152,1,1,0,0,1,,,2.8503529420140516,0.4556731065599655
0,153,1,0,0,0,1,,,0.013525508036723366,2.1692709322467936
0,154,0,0,0,0,1,,,-6.384754318224067,-2.520775852945306
0,155,0,0,0,0,1,,,1.1076986056102527,0.06367415607796056
0,156,0,0,0,0,1,,,-5.403178134312151,-6.1801126797535755
0,157,0,1,0,0,1,,,1.2314076565385559,-1.416316257273683
0,158,0,0,0,0,1,,,-2.2464682995652274,-1.3085263814247012
0,159,1,0,0,0,1,,,-0.9380617269906302,3.807046660080065
0,160,1,0,0,0,1,,,3.6638874587439445,4.6151002583504175
0,161,1,1,0,0,1,,,2.2251031292578607,5.416804824227034
0,162,0,0,0,0,1,,,3.585640381797071,2.43974694159255
0,163,1,0,0,0,1,,,-2.2351764866661297,3.530006782747474
0,164,0,0,0,0,1,,,-0.24804170869693776,-1.8525427063558009
0,165,1,1,0,0,1,,,4.403761942787466,3.7844295392795164
0,166,0,0,0,0,1,,,-3.2023490836994437,-0.0467857945400052
0,167,1,0,0,0,1,,,5.457300409358201,3.9689062110112157
0,168,0,0,0,0,1,,,-4.412201018193478,-2.6337814974252707
0,169,1,1,0,0,1,,,3.0514351069473244,1.0097129695058893
0,170,0,0,0,0,1,,,-0.6013156412011036,-1.6133553380174814
0,171,0,0,0,0,1,,,1.450153224143162,-1.732467429503021
0,172,0,0,0,0,1,,,-2.9466197807919903,-2.4999228486324636
0,173,1,0,0,0,1,,,3.9943277567954016,1.8978155969401012
0,174,1,1,0,0,1,,,-1.6874236236071058,2.20316429708465
0,175,1,0,0,0,1,,,-0.5906719849246178,3.256403364526401
0,176,1,1,0,0,1,,,4.8047402369810275,3.8938160091155933
0,177,1,1,0,0,1,,,0.972093733438389,0.3375801833507899
0,178,0,0,0,0,1,,,1.5473110561256136,-4.797403069262819
0,179,0,1,0,0,1,,,0.9358716600743575,-2.54909462678281
0,180,1,0,0,0,1,,,1.704523185106365,5.445267432053396
0,181,1,0,0,0,1,,,1.3570343893451122,2.4047967959159036
0,182,0,1,0,0,1,,,1.4503506905488721,0.8928112870901854
0,183,1,0,0,0,1,,,-0.5372521929162049,1.5566177315424587
0,184,0,0,0,0,1,,,-1.9436870454007165,3.5322806059334084
0,185,0,1,0,0,1,,,-0.5516955905877969,-4.577533625762463
0,186,0,1,0,0,1,,,-2.895949646954857,-2.8125604373831488
0,187,1,0,0,0,1,,,-2.892085120073733,1.4958730841839856
0,188,1,1,0,0,1,,,4.381513895961598,0.5575257055212366
0,189,1,1,0,0,1,,,2.408320623387765,2.1033837415524843
0,190,1,1,0,0,1,,,-0.952205227962736,1.9029916790059562
0,191,1,0,0,0,1,,,3.211158995346414,3.7354984821695476
0,192,0,0,0,0,1,,,-6.785893790763324,-2.397305923744555
0,193,1,0,0,0,1,,,-0.002423923953302598,2.9673304173264556
0,194,0,1,0,0,1,,,2.390731136664134,-0.15291747039101944
0,195,0,0,0,0,1,,,-7.644698999703669,-3.8802523911221245
0,196,1,0,0,0,1,,,-1.3501324472495697,2.436759735304415
0,197,0,0,0,0,1,,,2.8147663927266144,0.4236555360565242
0,198,0,0,0,0,1,,,-4.091719914368241,-2.090241189669542
0,199,0,0,0,0,1,,,6.828816177435948,1.8129914542914958
0,200,1,1,0,0,1,,,6.318143995834116,4.29960680604257
0,201,1,1,0,0,1,,,4.688270424481386,2.518924145179074
0,202,1,0,0,0,1,,,-0.02528846209374258,1.8042485723472788
0,203,0,0,0,0,1,,,-4.572837338568133,-1.1066152796982966
0,204,1,0,0,0,1,,,-0.7175012856252025,1.9028626375744802
0,205,1,1,0,0,1,,,1.4889242182944669,2.2984055130014434
0,206,0,0,0,0,1,,,-0.5861885482349467,-5.166433203253272
0,207,1,0,0,0,1,,,2.3463067266041366,2.552760735730464
0,208,1,1,0,0,1,,,0.5296666160290515,3.629585487154901
0,209,0,0,0,0,1,,,-5.795359535749787,-3.572615545732535
0,210,0,0,0,0,1,,,1.1970221163367611,-2.2914589131098877
0,211,1,0,0,0,1,,,3.369114947153562,1.7487247786471751
0,212,1,0,0,0,1,,,2.0189813813568622,1.847840412361614
0,213,0,0,0,0,1,,,-5.4791108288746795,-1.3238992132868157
0,214,0,0,0,0,1,,,-4.913717057843311,-2.6330101589252513
0,215,0,0,0,0,1,,,-6.6481086740930975,-1.305068383486297
0,216,0,1,0,0,1,,,-0.5058923679686524,-3.9217061164378544
0,217,1,1,0,0,1,,,5.720345789995418,2.7949288000757715
0,218,0,0,0,0,1,,,-1.9806758982775243,-4.277323005077852
0,219,0,0,0,0,1,,,-4.940462634287499,-2.588056089607317
0,220,0,0,0,0,1,,,-3.0152810069988196,-3.2263191931849002
0,221,0,0,0,0,1,,,-0.5280493592830395,-1.2492143101996915
0,222,0,0,0,0,1,,,0.12207020557913628,-3.53749846751378
0,223,1,1,0,0,1,,,1.1999975501394373,4.508711391667641
0,224,1,0,0,0,1,,,-2.3411188888722156,3.0207050774290605
0,225,1,0,0,0,1,,,-1.5377901118990374,3.283532957784918
0,226,0,0,0,0,1,,,-3.490016432151588,-1.3504578307567938
0,227,0,0,0,0,1,,,-3.9906167938380728,-2.2238514323153877
0,228,0,0,0,0,1,,,-1.1655738467531234,-2.827948844397419
0,229,0,0,0,0,1,,,-4.021305466463961,-5.652395147429047
0,230,0,0,0,0,1,,,-3.5302224619551605,-2.130250220143799
0,231,1,1,0,0,1,,,3.4090453518845116,-0.13220897656930086
0,232,0,0,0,0,1,,,-2.4692041418938357,-4.465186444400379
0,233,1,0,0,0,1,,,-0.0732386300778951,-1.4707827387154238
0,234,1,0,0,0,1,,,1.5173302377574132,6.759594019561207
0,235,0,0,0,0,1,,,-5.7987992758586255,-3.213048923237852
0,236,0,0,0,0,1,,,-2.983555234920024,-3.5309479936918144
0,237,1,0,0,0,1,,,3.5694356866737307,0.8372580194764065
0,238,0,0,0,0,1,,,-7.522773244616831,-5.221761043927046
0,239,0,0,0,0,1,,,-1.9041277813244104,-3.518011768128826
0,240,0,0,0,0,1,,,-2.32464195844875,-2.6792443417647838
0,241,1,1,0,0,1,,,0.15670450598590668,3.1664417610340543
0,242,0,1,0,0,1,,,4.9057999494480695,-3.934655236988654
0,243,0,0,0,0,1,,,-9.921578192602844,-6.040556526023923
0,244,0,0,0,0,1,,,1.7044982186134594,-3.454806335993511
0,245,0,0,0,0,1,,,-3.3311841891653824,1.415018755443704
0,246,1,1,0,0,1,,,3.927997059820881,4.91618886614626
0,247,0,0,0,0,1,,,-5.507585651756074,-3.867871165903356
0,248,1,0,0,0,1,,,1.0726053147771473,2.2548253244783902
0,249,0,0,0,0,1,,,-0.9928821551103086,-3.269529144922572
0,250,0,0,0,0,1,,,2.6500332410700267,-2.258235229569433
0,251,0,0,0,0,1,,,-8.097452584900953,-0.031215016401399787
0,252,0,0,0,0,1,,,-0.3776581944291184,3.5740325297677344
0,253,1,1,0,0,1,,,3.9335096433786774,2.528913625009723
0,254,1,1,0,0,1,,,1.0664403043228878,1.9708619413676038
0,255,1,1,0,0,1,,,4.152418055275069,2.485894185013356
0,256,1,0,0,0,1,,,-0.11988321230107646,-0.17693135166022955
0,257,1,1,0,0,1,,,0.3588948146905382,1.5392643203280296
0,258,1,0,0,0,1,,,5.423943106499941,3.583178510656869
0,259,0,1,0,0,1,,,-0.4606270950622666,-1.976845281161796
0,260,1,1,0,0,1,,,4.809070902019876,0.8476145569202809
0,261,0,0,0,0,1,,,-2.934400360370109,-4.849604467075283
0,262,1,1,0,0,1,,,0.8391278262054045,1.214321131332532
0,263,1,0,0,0,1,,,-1.9953452779014555,-1.4039516651266788
0,264,0,0,0,0,1,,,0.018557488105051423,-3.786164585413978
0,265,0,0,0,0,1,,,-5.078396212679479,-0.031121258710572475
0,266,1,1,0,0,1,,,0.8425499947939168,3.3743871713191753
0,267,0,0,0,0,1,,,-8.315222482107448,1.479619683354024
0,268,0,0,0,0,1,,,-8.016022088087857,0.10824657044448571
0,269,1,1,0,0,1,,,1.5765299382638136,-0.23018780644762993
0,270,1,0,0,0,1,,,-2.5733030976356215,2.983138758826919
0,271,1,1,0,0,1,,,4.125016340319914,-1.6682428623800938
0,272,0,0,0,0,1,,,-5.143584110752732,1.2459017909059713
0,273,0,0,0,0,1,,,-4.890491317855032,1.5604568951759834
0,274,1,0,0,0,1,,,4.019334503131403,5.486993333013426
0,275,0,0,0,0,1,,,-2.9752379279968384,-4.80526858304569
0,276,0,1,0,0,1,,,-0.39258305094142765,-1.3276880788798393
0,277,1,1,0,0,1,,,3.4479935682993537,7.667197902299405
0,278,1,0,0,0,1,,,4.7048306885171645,5.78149017325721
0,279,1,1,0,0,1,,,5.174269938270905,3.78965950930519
0,280,1,0,0,0,1,,,1.4194796648855403,3.13566061191115
0,281,0,1,0,0,1,,,-2.274329406292101,-4.3550971582470535
0,282,0,0,0,0,1,,,-3.2203575084082843,-4.367871794601444
0,283,1,0,0,0,1,,,0.9015397795451048,-0.01967807661179366
0,284,1,0,0,0,1,,,-1.715062261833122,2.232815679808236
0,285,1,1,0,0,1,,,4.9057811532364815,5.940454168741969
0,286,0,0,0,0,1,,,-0.2243614975046364,-5.028230850210251
0,287,0,0,0,0,1,,,-3.052869457775776,-1.7240056934029588
0,288,0,0,0,0,1,,,1.521479520710605,-0.8528685126801347
0,289,1,0,0,0,1,,,-1.2212638852677022,-1.5151101297567484
0,290,0,0,0,0,1,,,1.7723324197767405,-1.5088599643059912
0,291,1,0,0,0,1,,,3.0203109343479797,-1.8204393992156072
0,292,0,1,0,0,1,,,-2.2169101335296184,-5.700901532145367
0,293,0,1,0,0,1,,,-0.11717482429280457,-2.878144789948591
0,294,1,1,0,0,1,,,1.5532636542486375,0.11035175016711807
0,295,1,1,0,0,1,,,3.197043991289259,3.7664652752439354
0,296,1,0,0,0,1,,,0.6349752293128947,0.8015417567725263
0,297,0,0,0,0,1,,,-4.1393280415651885,-5.378233614746345
0,298,1,0,0,0,1,,,3.7033583558518473,-0.8900671371418696
0,299,0,0,0,0,1,,,-3.191147899643299,-0.327398915245672
0,300,0,0,0,0,1,,,-2.888881157101899,0.5527190463718923
0,301,0,0,0,0,1,,,-3.2413009787581473,-0.045655880070425425
0,302,1,0,0,0,1,,,-1.8147573145223665,-1.204257561262482
0,303,1,0,0,0,1,,,3.248068150111747,3.482434594873891
0,304,1,1,0,0,1,,,3.6191431594477335,4.42019592836755
0,305,0,1,0,0,1,,,-1.5798004672366552,-2.7566865647115244
0,306,0,0,0,0,1,,,0.551437862927513,-2.204965864485929
0,307,1,0,0,0,1,,,0.8165940757875747,2.4740326295882644
0,308,0,1,0,0,1,,,-1.3305911623467173,-0.8384251218744267
0,309,1,1,0,0,1,,,4.258045981698336,1.6242811545557334
0,310,1,0,0,0,1,,,0.4094345258536729,1.065332730592194
0,311,0,1,0,0,1,,,-2.129455887582503,-3.4402865319073
0,312,1,1,0,0,1,,,1.2079242560382755,-3.585293460395069
0,313,1,0,0,0,1,,,-0.8958836842974991,5.246891131718524
0,314,1,0,0,0,1,,,2.0999856819062437,3.548099512242131
0,315,0,1,0,0,1,,,4.827832615682836,-3.2090680514407284
0,316,0,0,0,0,1,,,1.3829717970595823,0.7092094658683226
0,317,1,1,0,0,1,,,2.8149611307806595,-0.2043789927171198
0,318,0,0,0,0,1,,,-4.093307415495143,0.2675556357524078
0,319,0,0,0,0,1,,,-2.4612781500796017,-2.083051901718251
0,320,1,0,0,0,1,,,-0.9044024137793576,-0.24648520030551335
0,321,1,1,0,0,1,,,3.7336029539918916,-0.6736835497826705
0,322,0,0,0,0,1,,,-0.7453108802632709,1.2845280091722793
0,323,1,1,0,0,1,,,2.2709459789819197,-0.3977489651176982
0,324,0,0,0,0,1,,,-2.018135195124383,1.8411949011458941
0,325,1,1,0,0,1,,,1.3639661039290594,0.43391099207696526
0,326,1,1,0,0,1,,,4.388420033005984,1.9331815388302305
0,327,0,0,0,0,1,,,-0.618741169637985,-1.120334352546468
0,328,1,0,0,0,1,,,2.544893804554618,5.520445390268447
0,329,1,1,0,0,1,,,1.356098925433952,0.5777290539411086
0,330,1,1,0,0,1,,,1.2399771620530924,1.5592619989622323
0,331,0,0,0,0,1,,,0.5564305825140607,0.9344814069877985
0,332,0,1,0,0,1,,,-1.7916827406384992,-3.5670268724895378
0,333,1,0,0,0,1,,,2.6095549380731753,4.411586822832271
0,334,0,0,0,0,1,,,2.324306523998443,-3.868087937543276
0,335,1,1,0,0,1,,,0.8927791714711135,2.10061118068647
0,336,0,0,0,0,1,,,-2.4157025608803733,-3.63816607860064
0,337,1,1,0,0,1,,,3.486439207906286,0.5663779246897751
0,338,0,0,0,0,1,,,-3.329878356991988,0.9317872736430877
0,339,1,0,0,0,1,,,-2.51662691360026,2.904176417684864
0,340,0,0,0,0,1,,,-5.169906508783011,-3.8345299739629977
0,341,0,0,0,0,1,,,-4.067553938339328,-3.748063199580584
0,342,1,0,0,0,1,,,-0.7361938793334688,-0.28066203012304936
0,343,1,1,0,0,1,,,2.1018195520484295,0.08942134134708701
0,344,1,0,0,0,1,,,0.10860080089527546,5.067194498290531
0,345,0,1,0,0,1,,,-0.1598993547829175,-6.2391820329472845
0,346,1,1,0,0,1,,,0.6540622764067094,2.7391078008283305
0,347,1,0,0,0,1,,,-0.28217933318253685,4.362880821927877
0,348,0,1,0,0,1,,,-0.7974314674557021,-2.0443599545583635
0,349,1,0,0,0,1,,,0.5263810633129855,-0.9683144254876406
0,350,0,0,0,0,1,,,-4.951664250916629,-1.8596514001575772
0,351,1,0,0,0,1,,,3.4572432362406014,2.206852812528224
0,352,0,1,0,0,1,,,0.10573803267406401,0.13548367027387087
0,353,0,1,0,0,1,,,-3.4264023356346778,-7.243074062053091
0,354,1,1,0,0,1,,,-0.005275295172143757,0.11181204496944064
0,355,0,0,0,0,1,,,-0.6884613316499952,-2.0275355347231923
0,356,1,1,0,0,1,,,2.3031347999159517,2.6638458700757415
0,357,1,0,0,0,1,,,0.49682134823307256,2.5978459149328326
0,358,1,1,0,0,1,,,3.768926499836714,0.7925126034781178
0,359,1,1,0,0,1,,,1.2891947675669369,1.1707227306859813
0,360,1,1,0,0,1,,,2.528155245358835,7.0812017894311685
0,361,1,1,0,0,1,,,0.9179705645682188,0.5487083330910543
0,362,1,0,0,0,1,,,1.2197354918352177,-4.696392395052564
0,363,1,0,0,0,1,,,0.9135954965289572,0.14682160271393996
0,364,0,0,0,0,1,,,-6.88588386395061,-5.096152840028484
0,365,1,1,0,0,1,,,3.368095389906423,2.9329286433965653
0,366,1,1,0,0,1,,,3.984387820345418,1.1811153641082828
0,367,0,0,0,0,1,,,0.012245200060670314,2.78816803122829
0,368,0,0,0,0,1,,,-8.392226943745385,-0.7087679079129714
0,369,0,0,0,0,1,,,1.4389308044686233,-1.6950607497210477
0,370,1,1,0,0,1,,,3.4500744700827983,2.59475805190939
0,371,0,0,0,0,1,,,-6.1515808912939365,-3.7697849019014855
0,372,0,0,0,0,1,,,-5.314931530066735,-3.563477081276128
0,373,1,1,0,0,1,,,1.4021973924582194,-1.93485220194419
0,374,1,0,0,0,1,,,2.3813666244355254,1.487748429535071
0,375,0,0,0,0,1,,,-0.3055946861978258,-3.17305435175446
0,376,0,0,0,0,1,,,-0.703430513363142,-1.1837306118672024
0,377,0,0,0,0,1,,,-2.9735817376889946,0.3399804185138282
0,378,1,0,0,0,1,,,0.3982069835659252,4.788137654935294
0,379,1,1,0,0,1,,,-0.6907379703494398,2.766893424618549
0,380,0,0,0,0,1,,,-8.898033404442803,-0.1740981271448918
0,381,0,0,0,0,1,,,-2.913038975329161,-2.8591735475960482
0,382,0,0,0,0,1,,,-3.4155655646001017,-0.241915267408227
0,383,1,0,0,0,1,,,-4.136362857475704,0.5348556009575793
0,384,0,1,0,0,1,,,3.5819576195045215,0.5056448697248985
0,385,1,0,0,0,1,,,4.676358462204023,6.516635764703526
0,386,0,0,0,0,1,,,-4.7706186849007235,-8.942675457461402
0,387,0,0,0,0,1,,,-3.081534508051174,-2.9559164845579824
0,388,0,0,0,0,1,,,-4.704034476647422,-2.0946815011678823
0,389,0,0,0,0,1,,,-3.411323320968352,-2.5820188232693067
0,390,1,0,0,0,1,,,0.9516926531216006,1.3711059284206657
0,391,1,0,0,0,1,,,3.9957671536020363,3.8986673680765076
0,392,0,0,0,0,1,,,-0.03185194008650982,1.3086366360910757
0,393,1,0,0,0,1,,,4.14852410461229,1.1500184329758405
0,394,0,1,0,0,1,,,1.6802856928732735,-2.380846228531943
0,395,1,0,0,0,1,,,1.8051769978873535,2.6977882478305917
0,396,0,0,0,0,1,,,1.6227424286449694,-2.0545814184187927
0,397,0,0,0,0,1,,,-0.8697557308270407,-3.272659828998032
0,398,1,0,0,0,1,,,1.3112025344769698,0.8607720639630203
0,399,1,1,0,0,1,,,2.1929585732513512,2.9565367387660237
0,400,1,0,0,0,1,,,0.532286191753069,2.071744304448136
0,401,0,0,0,0,1,,,-7.053098558831398,-1.1955943243161031
0,402,0,1,0,0,1,,,-5.814068180017103,-2.099272128772944
0,403,0,0,0,0,1,,,0.9797148561060145,-3.600794169135435
0,404,0,0,0,0,1,,,-6.622478092203021,-4.293661258652201
0,405,0,1,0,0,1,,,-1.3293761195665432,-0.9988511550148209
0,406,0,0,0,0,1,,,-7.756582440874784,-1.315356435428443
0,407,1,0,0,0,1,,,3.2738224770031135,3.188285023987315
